class_index,synset,wordnet_id,gloss,wikilinks,supercategory,val_sample_paths
850,"teddy, teddy bear",n04399382,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials),['https://en.wikipedia.org/wiki/Teddy_bear'],"Implements, containers, misc. objects","['ILSVRC2012_val_00015090.JPEG', 'ILSVRC2012_val_00018386.JPEG', 'ILSVRC2012_val_00043552.JPEG', 'ILSVRC2012_val_00017956.JPEG', 'ILSVRC2012_val_00011005.JPEG']"
851,"television, television system",n04404412,a telecommunication system that transmits images of objects (stationary or moving) between distant points,['https://en.wikipedia.org/wiki/Television_set'],"Implements, containers, misc. objects","['ILSVRC2012_val_00042827.JPEG', 'ILSVRC2012_val_00022995.JPEG', 'ILSVRC2012_val_00031193.JPEG', 'ILSVRC2012_val_00042957.JPEG', 'ILSVRC2012_val_00039246.JPEG']"
852,tennis ball,n04409515,ball about the size of a fist used in playing tennis,['https://en.wikipedia.org/wiki/Tennis_ball'],Devices,"['ILSVRC2012_val_00049681.JPEG', 'ILSVRC2012_val_00023732.JPEG', 'ILSVRC2012_val_00017369.JPEG', 'ILSVRC2012_val_00029328.JPEG', 'ILSVRC2012_val_00004929.JPEG']"
853,"thatch, thatched roof",n04417672,a house roof made with a plant material (as straw),['https://en.wikipedia.org/wiki/Thatching'],"Clothes, covering","['ILSVRC2012_val_00012696.JPEG', 'ILSVRC2012_val_00035683.JPEG', 'ILSVRC2012_val_00025107.JPEG', 'ILSVRC2012_val_00031542.JPEG', 'ILSVRC2012_val_00025905.JPEG']"
854,"theater curtain, theatre curtain",n04418357,a hanging cloth that conceals the stage from the view of the audience; rises or parts at the beginning and descends or closes between acts and at the end of a performance,['https://en.wikipedia.org/wiki/Front_curtain'],"Structures, furnishing","['ILSVRC2012_val_00041386.JPEG', 'ILSVRC2012_val_00048705.JPEG', 'ILSVRC2012_val_00021010.JPEG', 'ILSVRC2012_val_00007815.JPEG', 'ILSVRC2012_val_00032829.JPEG']"
855,thimble,n04423845,a small metal cap to protect the finger while sewing; can be used as a small container,['https://en.wikipedia.org/wiki/Thimble'],"Implements, containers, misc. objects","['ILSVRC2012_val_00006890.JPEG', 'ILSVRC2012_val_00022060.JPEG', 'ILSVRC2012_val_00020705.JPEG', 'ILSVRC2012_val_00019979.JPEG', 'ILSVRC2012_val_00047322.JPEG']"
856,"thresher, thrasher, threshing machine",n04428191,a farm machine for separating seeds or grain from the husks and straw,['https://en.wikipedia.org/wiki/Threshing_machine'],Devices,"['ILSVRC2012_val_00046734.JPEG', 'ILSVRC2012_val_00038305.JPEG', 'ILSVRC2012_val_00018120.JPEG', 'ILSVRC2012_val_00026979.JPEG', 'ILSVRC2012_val_00036974.JPEG']"
857,throne,n04429376,"the chair of state for a monarch, bishop, etc.; ""the king sat on his throne""",['https://en.wikipedia.org/wiki/Throne'],"Structures, furnishing","['ILSVRC2012_val_00025374.JPEG', 'ILSVRC2012_val_00042382.JPEG', 'ILSVRC2012_val_00027119.JPEG', 'ILSVRC2012_val_00045844.JPEG', 'ILSVRC2012_val_00012217.JPEG']"
858,tile roof,n04435653,a roof made of fired clay tiles,['https://en.wikipedia.org/wiki/Roof_tiles'],"Clothes, covering","['ILSVRC2012_val_00032741.JPEG', 'ILSVRC2012_val_00000030.JPEG', 'ILSVRC2012_val_00005098.JPEG', 'ILSVRC2012_val_00034111.JPEG', 'ILSVRC2012_val_00024338.JPEG']"
859,toaster,n04442312,a kitchen appliance (usually electric) for toasting bread,['https://en.wikipedia.org/wiki/Toaster'],Devices,"['ILSVRC2012_val_00026916.JPEG', 'ILSVRC2012_val_00039637.JPEG', 'ILSVRC2012_val_00036872.JPEG', 'ILSVRC2012_val_00008998.JPEG', 'ILSVRC2012_val_00019723.JPEG']"
860,"tobacco shop, tobacconist shop, tobacconist",n04443257,a shop that sells pipes and pipe tobacco and cigars and cigarettes,['https://en.wikipedia.org/wiki/Tobacconist'],"Structures, furnishing","['ILSVRC2012_val_00045194.JPEG', 'ILSVRC2012_val_00029997.JPEG', 'ILSVRC2012_val_00004633.JPEG', 'ILSVRC2012_val_00041486.JPEG', 'ILSVRC2012_val_00026257.JPEG']"
861,toilet seat,n04447861,the hinged seat on a toilet,['https://en.wikipedia.org/wiki/Toilet_seat'],"Structures, furnishing","['ILSVRC2012_val_00027324.JPEG', 'ILSVRC2012_val_00041760.JPEG', 'ILSVRC2012_val_00003415.JPEG', 'ILSVRC2012_val_00001718.JPEG', 'ILSVRC2012_val_00024534.JPEG']"
862,torch,n04456115,a light usually carried in the hand; consists of some flammable substance,['https://en.wikipedia.org/wiki/Torch'],Devices,"['ILSVRC2012_val_00004239.JPEG', 'ILSVRC2012_val_00025918.JPEG', 'ILSVRC2012_val_00035674.JPEG', 'ILSVRC2012_val_00030780.JPEG', 'ILSVRC2012_val_00001700.JPEG']"
863,totem pole,n04458633,a tribal emblem consisting of a pillar carved and painted with totemic figures; erected by Indian tribes of the northwest Pacific coast,['https://en.wikipedia.org/wiki/Totem_pole'],"Implements, containers, misc. objects","['ILSVRC2012_val_00040550.JPEG', 'ILSVRC2012_val_00024934.JPEG', 'ILSVRC2012_val_00016327.JPEG', 'ILSVRC2012_val_00025558.JPEG', 'ILSVRC2012_val_00010203.JPEG']"
864,"tow truck, tow car, wrecker",n04461696,a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones),['https://en.wikipedia.org/wiki/Tow_truck'],vehicles,"['ILSVRC2012_val_00046241.JPEG', 'ILSVRC2012_val_00040180.JPEG', 'ILSVRC2012_val_00026004.JPEG', 'ILSVRC2012_val_00029413.JPEG', 'ILSVRC2012_val_00039294.JPEG']"
865,toyshop,n04462240,shop where toys are sold,['https://en.wikipedia.org/wiki/Toy_store'],"Structures, furnishing","['ILSVRC2012_val_00031948.JPEG', 'ILSVRC2012_val_00019896.JPEG', 'ILSVRC2012_val_00014406.JPEG', 'ILSVRC2012_val_00006955.JPEG', 'ILSVRC2012_val_00000261.JPEG']"
866,tractor,n04465501,a wheeled vehicle with large wheels; used in farming and other applications,['https://en.wikipedia.org/wiki/Tractor'],vehicles,"['ILSVRC2012_val_00039830.JPEG', 'ILSVRC2012_val_00042682.JPEG', 'ILSVRC2012_val_00041382.JPEG', 'ILSVRC2012_val_00035906.JPEG', 'ILSVRC2012_val_00041033.JPEG']"
867,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",n04467665,a truck consisting of a tractor and trailer together,['https://en.wikipedia.org/wiki/Semi-trailer_truck'],vehicles,"['ILSVRC2012_val_00045797.JPEG', 'ILSVRC2012_val_00028463.JPEG', 'ILSVRC2012_val_00010668.JPEG', 'ILSVRC2012_val_00025592.JPEG', 'ILSVRC2012_val_00016410.JPEG']"
868,tray,n04476259,an open receptacle for holding or displaying or serving articles or food,['https://en.wikipedia.org/wiki/Tray'],"Implements, containers, misc. objects","['ILSVRC2012_val_00034309.JPEG', 'ILSVRC2012_val_00002884.JPEG', 'ILSVRC2012_val_00049109.JPEG', 'ILSVRC2012_val_00003129.JPEG', 'ILSVRC2012_val_00006692.JPEG']"
869,trench coat,n04479046,a military style raincoat; belted with deep pockets,['https://en.wikipedia.org/wiki/Trench_coat'],"Clothes, covering","['ILSVRC2012_val_00020672.JPEG', 'ILSVRC2012_val_00014627.JPEG', 'ILSVRC2012_val_00038352.JPEG', 'ILSVRC2012_val_00049537.JPEG', 'ILSVRC2012_val_00027430.JPEG']"
870,"tricycle, trike, velocipede",n04482393,a vehicle with three wheels that is moved by foot pedals,['https://en.wikipedia.org/wiki/Tricycle'],vehicles,"['ILSVRC2012_val_00000069.JPEG', 'ILSVRC2012_val_00008823.JPEG', 'ILSVRC2012_val_00016774.JPEG', 'ILSVRC2012_val_00038399.JPEG', 'ILSVRC2012_val_00014052.JPEG']"
871,trimaran,n04483307,a fast sailboat with 3 parallel hulls,['https://en.wikipedia.org/wiki/Trimaran'],vehicles,"['ILSVRC2012_val_00001519.JPEG', 'ILSVRC2012_val_00013014.JPEG', 'ILSVRC2012_val_00032321.JPEG', 'ILSVRC2012_val_00005196.JPEG', 'ILSVRC2012_val_00049859.JPEG']"
872,tripod,n04485082,a three-legged rack used for support,['https://en.wikipedia.org/wiki/Tripod_(photography)'],Devices,"['ILSVRC2012_val_00008143.JPEG', 'ILSVRC2012_val_00033750.JPEG', 'ILSVRC2012_val_00044164.JPEG', 'ILSVRC2012_val_00035926.JPEG', 'ILSVRC2012_val_00017603.JPEG']"
873,triumphal arch,n04486054,a monumental archway; usually they are built to commemorate some notable victory,['https://en.wikipedia.org/wiki/Triumphal_arch'],"Structures, furnishing","['ILSVRC2012_val_00049807.JPEG', 'ILSVRC2012_val_00030164.JPEG', 'ILSVRC2012_val_00013196.JPEG', 'ILSVRC2012_val_00012653.JPEG', 'ILSVRC2012_val_00049668.JPEG']"
874,"trolleybus, trolley coach, trackless trolley",n04487081,a passenger bus with an electric motor that draws power from overhead wires,['https://en.wikipedia.org/wiki/Trolleybus'],vehicles,"['ILSVRC2012_val_00043686.JPEG', 'ILSVRC2012_val_00031329.JPEG', 'ILSVRC2012_val_00021141.JPEG', 'ILSVRC2012_val_00049241.JPEG', 'ILSVRC2012_val_00039548.JPEG']"
875,trombone,n04487394,a brass instrument consisting of a long tube whose length can be varied by a U-shaped slide,['https://en.wikipedia.org/wiki/Trombone'],Devices,"['ILSVRC2012_val_00030894.JPEG', 'ILSVRC2012_val_00010269.JPEG', 'ILSVRC2012_val_00034253.JPEG', 'ILSVRC2012_val_00007492.JPEG', 'ILSVRC2012_val_00027975.JPEG']"
876,"tub, vat",n04493381,a large open vessel for holding or storing liquids,['https://en.wikipedia.org/wiki/Tub_(container)'],"Implements, containers, misc. objects","['ILSVRC2012_val_00031207.JPEG', 'ILSVRC2012_val_00010293.JPEG', 'ILSVRC2012_val_00009864.JPEG', 'ILSVRC2012_val_00020768.JPEG', 'ILSVRC2012_val_00035548.JPEG']"
877,turnstile,n04501370,a gate consisting of a post that acts as a pivot for rotating arms; set in a passageway for controlling the persons entering,['https://en.wikipedia.org/wiki/Turnstile'],"Structures, furnishing","['ILSVRC2012_val_00043709.JPEG', 'ILSVRC2012_val_00044881.JPEG', 'ILSVRC2012_val_00044552.JPEG', 'ILSVRC2012_val_00024392.JPEG', 'ILSVRC2012_val_00047012.JPEG']"
878,typewriter keyboard,n04505470,a keyboard for manually entering characters to be printed,['https://en.wikipedia.org/wiki/Typewriter'],Devices,"['ILSVRC2012_val_00011774.JPEG', 'ILSVRC2012_val_00042910.JPEG', 'ILSVRC2012_val_00000971.JPEG', 'ILSVRC2012_val_00041420.JPEG', 'ILSVRC2012_val_00012234.JPEG']"
879,umbrella,n04507155,a lightweight handheld collapsible canopy,['https://en.wikipedia.org/wiki/Umbrella'],"Clothes, covering","['ILSVRC2012_val_00017824.JPEG', 'ILSVRC2012_val_00029229.JPEG', 'ILSVRC2012_val_00024621.JPEG', 'ILSVRC2012_val_00039938.JPEG', 'ILSVRC2012_val_00020282.JPEG']"
880,"unicycle, monocycle",n04509417,a vehicle with a single wheel that is driven by pedals,['https://en.wikipedia.org/wiki/Unicycle'],vehicles,"['ILSVRC2012_val_00031733.JPEG', 'ILSVRC2012_val_00002599.JPEG', 'ILSVRC2012_val_00005520.JPEG', 'ILSVRC2012_val_00028714.JPEG', 'ILSVRC2012_val_00015873.JPEG']"
881,"upright, upright piano",n04515003,a piano with a vertical sounding board,['https://en.wikipedia.org/wiki/Piano#Upright_(vertical)'],Devices,"['ILSVRC2012_val_00000284.JPEG', 'ILSVRC2012_val_00045782.JPEG', 'ILSVRC2012_val_00006958.JPEG', 'ILSVRC2012_val_00046302.JPEG', 'ILSVRC2012_val_00018323.JPEG']"
882,"vacuum, vacuum cleaner",n04517823,an electrical home appliance that cleans by suction,['https://en.wikipedia.org/wiki/Vacuum_cleaner'],Devices,"['ILSVRC2012_val_00020879.JPEG', 'ILSVRC2012_val_00036519.JPEG', 'ILSVRC2012_val_00028443.JPEG', 'ILSVRC2012_val_00036144.JPEG', 'ILSVRC2012_val_00020843.JPEG']"
883,vase,n04522168,an open jar of glass or porcelain used as an ornament or to hold flowers,['https://en.wikipedia.org/wiki/Vase'],"Implements, containers, misc. objects","['ILSVRC2012_val_00045714.JPEG', 'ILSVRC2012_val_00034387.JPEG', 'ILSVRC2012_val_00018777.JPEG', 'ILSVRC2012_val_00039729.JPEG', 'ILSVRC2012_val_00018977.JPEG']"
884,vault,n04523525,an arched brick or stone ceiling or roof,['https://en.wikipedia.org/wiki/Vault_(architecture)'],"Clothes, covering","['ILSVRC2012_val_00004513.JPEG', 'ILSVRC2012_val_00001002.JPEG', 'ILSVRC2012_val_00012912.JPEG', 'ILSVRC2012_val_00029686.JPEG', 'ILSVRC2012_val_00001817.JPEG']"
885,velvet,n04525038,a silky densely piled fabric with a plain back,['https://en.wikipedia.org/wiki/Velvet'],"Clothes, covering","['ILSVRC2012_val_00010858.JPEG', 'ILSVRC2012_val_00044419.JPEG', 'ILSVRC2012_val_00023329.JPEG', 'ILSVRC2012_val_00008068.JPEG', 'ILSVRC2012_val_00046504.JPEG']"
886,vending machine,n04525305,a slot machine for selling goods,['https://en.wikipedia.org/wiki/Vending_machine'],Devices,"['ILSVRC2012_val_00004510.JPEG', 'ILSVRC2012_val_00036336.JPEG', 'ILSVRC2012_val_00012357.JPEG', 'ILSVRC2012_val_00028080.JPEG', 'ILSVRC2012_val_00020237.JPEG']"
887,vestment,n04532106,gown (especially ceremonial garments) worn by the clergy,['https://en.wikipedia.org/wiki/Vestment'],"Clothes, covering","['ILSVRC2012_val_00037683.JPEG', 'ILSVRC2012_val_00047444.JPEG', 'ILSVRC2012_val_00033506.JPEG', 'ILSVRC2012_val_00022293.JPEG', 'ILSVRC2012_val_00020638.JPEG']"
888,viaduct,n04532670,bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley,['https://en.wikipedia.org/wiki/Viaduct'],"Structures, furnishing","['ILSVRC2012_val_00010807.JPEG', 'ILSVRC2012_val_00012276.JPEG', 'ILSVRC2012_val_00037270.JPEG', 'ILSVRC2012_val_00011940.JPEG', 'ILSVRC2012_val_00042666.JPEG']"
889,"violin, fiddle",n04536866,bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow,['https://en.wikipedia.org/wiki/Violin'],Devices,"['ILSVRC2012_val_00007538.JPEG', 'ILSVRC2012_val_00026957.JPEG', 'ILSVRC2012_val_00005487.JPEG', 'ILSVRC2012_val_00016531.JPEG', 'ILSVRC2012_val_00012680.JPEG']"
890,volleyball,n04540053,an inflated ball used in playing volleyball,['https://en.wikipedia.org/wiki/Volleyball_(ball)'],Devices,"['ILSVRC2012_val_00025715.JPEG', 'ILSVRC2012_val_00038678.JPEG', 'ILSVRC2012_val_00040539.JPEG', 'ILSVRC2012_val_00044431.JPEG', 'ILSVRC2012_val_00022188.JPEG']"
891,waffle iron,n04542943,a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle,['https://en.wikipedia.org/wiki/Waffle_iron'],Devices,"['ILSVRC2012_val_00021295.JPEG', 'ILSVRC2012_val_00039485.JPEG', 'ILSVRC2012_val_00021158.JPEG', 'ILSVRC2012_val_00004323.JPEG', 'ILSVRC2012_val_00011944.JPEG']"
892,wall clock,n04548280,a clock mounted on a wall,['https://en.wikipedia.org/wiki/Clock'],Devices,"['ILSVRC2012_val_00035525.JPEG', 'ILSVRC2012_val_00015199.JPEG', 'ILSVRC2012_val_00048471.JPEG', 'ILSVRC2012_val_00040337.JPEG', 'ILSVRC2012_val_00014635.JPEG']"
893,"wallet, billfold, notecase, pocketbook",n04548362,a pocket-size case for holding papers and paper money,['https://en.wikipedia.org/wiki/Wallet'],"Implements, containers, misc. objects","['ILSVRC2012_val_00038145.JPEG', 'ILSVRC2012_val_00009738.JPEG', 'ILSVRC2012_val_00046827.JPEG', 'ILSVRC2012_val_00018637.JPEG', 'ILSVRC2012_val_00020641.JPEG']"
894,"wardrobe, closet, press",n04550184,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,['https://en.wikipedia.org/wiki/Wardrobe'],"Structures, furnishing","['ILSVRC2012_val_00011288.JPEG', 'ILSVRC2012_val_00014621.JPEG', 'ILSVRC2012_val_00041408.JPEG', 'ILSVRC2012_val_00001807.JPEG', 'ILSVRC2012_val_00034158.JPEG']"
895,"warplane, military plane",n04552348,an aircraft designed and used for combat,['https://en.wikipedia.org/wiki/Military_aircraft'],vehicles,"['ILSVRC2012_val_00024613.JPEG', 'ILSVRC2012_val_00015070.JPEG', 'ILSVRC2012_val_00023087.JPEG', 'ILSVRC2012_val_00000369.JPEG', 'ILSVRC2012_val_00037204.JPEG']"
896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",n04553703,a basin for washing the hands (`wash-hand basin' is a British expression),['https://en.wikipedia.org/wiki/Sink'],"Implements, containers, misc. objects","['ILSVRC2012_val_00002108.JPEG', 'ILSVRC2012_val_00010444.JPEG', 'ILSVRC2012_val_00007994.JPEG', 'ILSVRC2012_val_00048579.JPEG', 'ILSVRC2012_val_00031074.JPEG']"
897,"washer, automatic washer, washing machine",n04554684,a home appliance for washing clothes and linens automatically,['https://en.wikipedia.org/wiki/Washing_machine'],Devices,"['ILSVRC2012_val_00026818.JPEG', 'ILSVRC2012_val_00013010.JPEG', 'ILSVRC2012_val_00022249.JPEG', 'ILSVRC2012_val_00031894.JPEG', 'ILSVRC2012_val_00038937.JPEG']"
898,water bottle,n04557648,a bottle for holding water,['https://en.wikipedia.org/wiki/Water_bottle'],"Implements, containers, misc. objects","['ILSVRC2012_val_00045644.JPEG', 'ILSVRC2012_val_00043875.JPEG', 'ILSVRC2012_val_00007017.JPEG', 'ILSVRC2012_val_00012968.JPEG', 'ILSVRC2012_val_00025148.JPEG']"
899,water jug,n04560804,a jug that holds water,['https://en.wikipedia.org/wiki/Jug'],"Implements, containers, misc. objects","['ILSVRC2012_val_00022214.JPEG', 'ILSVRC2012_val_00049156.JPEG', 'ILSVRC2012_val_00034852.JPEG', 'ILSVRC2012_val_00031871.JPEG', 'ILSVRC2012_val_00032981.JPEG']"
900,water tower,n04562935,a large reservoir for water,['https://en.wikipedia.org/wiki/Water_tower'],"Implements, containers, misc. objects","['ILSVRC2012_val_00025044.JPEG', 'ILSVRC2012_val_00018833.JPEG', 'ILSVRC2012_val_00011879.JPEG', 'ILSVRC2012_val_00037484.JPEG', 'ILSVRC2012_val_00043653.JPEG']"
901,whiskey jug,n04579145,a jug that contains whiskey,['https://en.wikipedia.org/wiki/Jug'],"Implements, containers, misc. objects","['ILSVRC2012_val_00014224.JPEG', 'ILSVRC2012_val_00038095.JPEG', 'ILSVRC2012_val_00033173.JPEG', 'ILSVRC2012_val_00005933.JPEG', 'ILSVRC2012_val_00006747.JPEG']"
902,whistle,n04579432,acoustic device that forces air or steam against an edge or into a cavity and so produces a loud shrill sound,['https://en.wikipedia.org/wiki/Whistle'],Devices,"['ILSVRC2012_val_00021758.JPEG', 'ILSVRC2012_val_00028072.JPEG', 'ILSVRC2012_val_00001734.JPEG', 'ILSVRC2012_val_00031358.JPEG', 'ILSVRC2012_val_00032728.JPEG']"
903,wig,n04584207,hairpiece covering the head and made of real or synthetic hair,['https://en.wikipedia.org/wiki/Wig'],"Clothes, covering","['ILSVRC2012_val_00046684.JPEG', 'ILSVRC2012_val_00024127.JPEG', 'ILSVRC2012_val_00033735.JPEG', 'ILSVRC2012_val_00002155.JPEG', 'ILSVRC2012_val_00035442.JPEG']"
904,window screen,n04589890,screen to keep insects from entering a building through the open window,['https://en.wikipedia.org/wiki/Window_screen'],"Clothes, covering","['ILSVRC2012_val_00014442.JPEG', 'ILSVRC2012_val_00030954.JPEG', 'ILSVRC2012_val_00024481.JPEG', 'ILSVRC2012_val_00030215.JPEG', 'ILSVRC2012_val_00006636.JPEG']"
905,window shade,n04590129,an opaque window blind that can cover or uncover a window,['https://en.wikipedia.org/wiki/Window_blind'],"Clothes, covering","['ILSVRC2012_val_00030793.JPEG', 'ILSVRC2012_val_00041315.JPEG', 'ILSVRC2012_val_00010998.JPEG', 'ILSVRC2012_val_00015963.JPEG', 'ILSVRC2012_val_00028643.JPEG']"
906,Windsor tie,n04591157,a wide necktie worn in a loose bow,['https://en.wikipedia.org/wiki/Windsor_knot'],"Clothes, covering","['ILSVRC2012_val_00031551.JPEG', 'ILSVRC2012_val_00045273.JPEG', 'ILSVRC2012_val_00011733.JPEG', 'ILSVRC2012_val_00000285.JPEG', 'ILSVRC2012_val_00006138.JPEG']"
907,wine bottle,n04591713,a bottle for holding wine,['https://en.wikipedia.org/wiki/Wine_bottle'],"Implements, containers, misc. objects","['ILSVRC2012_val_00048602.JPEG', 'ILSVRC2012_val_00028267.JPEG', 'ILSVRC2012_val_00040198.JPEG', 'ILSVRC2012_val_00005388.JPEG', 'ILSVRC2012_val_00021988.JPEG']"
908,wing,n04592741,one of the horizontal airfoils on either side of the fuselage of an airplane,['https://en.wikipedia.org/wiki/Wing'],Devices,"['ILSVRC2012_val_00002534.JPEG', 'ILSVRC2012_val_00049062.JPEG', 'ILSVRC2012_val_00005782.JPEG', 'ILSVRC2012_val_00020035.JPEG', 'ILSVRC2012_val_00007397.JPEG']"
909,wok,n04596742,pan with a convex bottom; used for frying in Chinese cooking,['https://en.wikipedia.org/wiki/Wok'],"Implements, containers, misc. objects","['ILSVRC2012_val_00014298.JPEG', 'ILSVRC2012_val_00014677.JPEG', 'ILSVRC2012_val_00006091.JPEG', 'ILSVRC2012_val_00042268.JPEG', 'ILSVRC2012_val_00034695.JPEG']"
910,wooden spoon,n04597913,a spoon made of wood,['https://en.wikipedia.org/wiki/Wooden_spoon'],"Implements, containers, misc. objects","['ILSVRC2012_val_00030008.JPEG', 'ILSVRC2012_val_00013892.JPEG', 'ILSVRC2012_val_00041678.JPEG', 'ILSVRC2012_val_00015367.JPEG', 'ILSVRC2012_val_00016472.JPEG']"
911,"wool, woolen, woollen",n04599235,a fabric made from the hair of sheep,['https://en.wikipedia.org/wiki/Wool'],"Clothes, covering","['ILSVRC2012_val_00006358.JPEG', 'ILSVRC2012_val_00003805.JPEG', 'ILSVRC2012_val_00047175.JPEG', 'ILSVRC2012_val_00041310.JPEG', 'ILSVRC2012_val_00028150.JPEG']"
912,"worm fence, snake fence, snake-rail fence, Virginia fence",n04604644,rail fence consisting of a zigzag of interlocking rails,['https://en.wikipedia.org/wiki/Split-rail_fence'],"Structures, furnishing","['ILSVRC2012_val_00030368.JPEG', 'ILSVRC2012_val_00034432.JPEG', 'ILSVRC2012_val_00024026.JPEG', 'ILSVRC2012_val_00039676.JPEG', 'ILSVRC2012_val_00039007.JPEG']"
913,wreck,n04606251,a ship that has been destroyed at sea,['https://en.wikipedia.org/wiki/Shipwreck'],vehicles,"['ILSVRC2012_val_00001034.JPEG', 'ILSVRC2012_val_00029937.JPEG', 'ILSVRC2012_val_00042780.JPEG', 'ILSVRC2012_val_00036885.JPEG', 'ILSVRC2012_val_00021959.JPEG']"
914,yawl,n04612504,a ship's small boat (usually rowed by 4 or 6 oars),['https://en.wikipedia.org/wiki/Yawl'],vehicles,"['ILSVRC2012_val_00031842.JPEG', 'ILSVRC2012_val_00023020.JPEG', 'ILSVRC2012_val_00018802.JPEG', 'ILSVRC2012_val_00007517.JPEG', 'ILSVRC2012_val_00033482.JPEG']"
915,yurt,n04613696,a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing,['https://en.wikipedia.org/wiki/Yurt'],"Structures, furnishing","['ILSVRC2012_val_00016440.JPEG', 'ILSVRC2012_val_00020151.JPEG', 'ILSVRC2012_val_00032292.JPEG', 'ILSVRC2012_val_00045840.JPEG', 'ILSVRC2012_val_00003113.JPEG']"
916,"web site, website, internet site, site",n06359193,"a computer connected to the internet that maintains a series of web pages on the World Wide Web; ""the Israeli web site was damaged by hostile hackers""",['https://en.wikipedia.org/wiki/Website'],Devices,"['ILSVRC2012_val_00019037.JPEG', 'ILSVRC2012_val_00030085.JPEG', 'ILSVRC2012_val_00014501.JPEG', 'ILSVRC2012_val_00022255.JPEG', 'ILSVRC2012_val_00040413.JPEG']"
917,comic book,n06596364,a magazine devoted to comic strips,['https://en.wikipedia.org/wiki/Comic_book'],"Implements, containers, misc. objects","['ILSVRC2012_val_00004468.JPEG', 'ILSVRC2012_val_00034905.JPEG', 'ILSVRC2012_val_00014214.JPEG', 'ILSVRC2012_val_00036390.JPEG', 'ILSVRC2012_val_00001613.JPEG']"
918,"crossword puzzle, crossword",n06785654,a puzzle in which words corresponding to numbered clues are to be found and written in to squares in the puzzle,['https://en.wikipedia.org/wiki/Crossword'],Devices,"['ILSVRC2012_val_00021240.JPEG', 'ILSVRC2012_val_00039765.JPEG', 'ILSVRC2012_val_00004597.JPEG', 'ILSVRC2012_val_00030903.JPEG', 'ILSVRC2012_val_00048996.JPEG']"
919,street sign,n06794110,a sign visible from the street,['https://en.wikipedia.org/wiki/Traffic_sign'],"Implements, containers, misc. objects","['ILSVRC2012_val_00006637.JPEG', 'ILSVRC2012_val_00020618.JPEG', 'ILSVRC2012_val_00034625.JPEG', 'ILSVRC2012_val_00027215.JPEG', 'ILSVRC2012_val_00011435.JPEG']"
920,"traffic light, traffic signal, stoplight",n06874185,a visual signal to control the flow of traffic at intersections,['https://en.wikipedia.org/wiki/Traffic_light'],"Implements, containers, misc. objects","['ILSVRC2012_val_00038213.JPEG', 'ILSVRC2012_val_00004646.JPEG', 'ILSVRC2012_val_00047748.JPEG', 'ILSVRC2012_val_00044984.JPEG', 'ILSVRC2012_val_00027647.JPEG']"
921,"book jacket, dust cover, dust jacket, dust wrapper",n07248320,a paper jacket for a book; a jacket on which promotional information is usually printed,['https://en.wikipedia.org/wiki/Dust_jacket'],"Clothes, covering","['ILSVRC2012_val_00014096.JPEG', 'ILSVRC2012_val_00003594.JPEG', 'ILSVRC2012_val_00019890.JPEG', 'ILSVRC2012_val_00003313.JPEG', 'ILSVRC2012_val_00040262.JPEG']"
922,menu,n07565083,the dishes making up a meal,['https://en.wikipedia.org/wiki/Menu'],"Food, plants, fungi","['ILSVRC2012_val_00006329.JPEG', 'ILSVRC2012_val_00045664.JPEG', 'ILSVRC2012_val_00018731.JPEG', 'ILSVRC2012_val_00024407.JPEG', 'ILSVRC2012_val_00010366.JPEG']"
923,plate,n07579787,"a main course served on a plate; ""a vegetable plate""; ""the blue plate special""",['https://en.wikipedia.org/wiki/Dish_(food)'],"Food, plants, fungi","['ILSVRC2012_val_00027644.JPEG', 'ILSVRC2012_val_00010872.JPEG', 'ILSVRC2012_val_00024184.JPEG', 'ILSVRC2012_val_00043088.JPEG', 'ILSVRC2012_val_00027380.JPEG']"
924,guacamole,n07583066,a dip made of mashed avocado mixed with chopped onions and other seasonings,['https://en.wikipedia.org/wiki/Guacamole'],"Food, plants, fungi","['ILSVRC2012_val_00046731.JPEG', 'ILSVRC2012_val_00041753.JPEG', 'ILSVRC2012_val_00024912.JPEG', 'ILSVRC2012_val_00023899.JPEG', 'ILSVRC2012_val_00038089.JPEG']"
925,consomme,n07584110,clear soup usually of beef or veal or chicken,['https://en.wikipedia.org/wiki/Consomm%C3%A9'],"Food, plants, fungi","['ILSVRC2012_val_00028538.JPEG', 'ILSVRC2012_val_00001308.JPEG', 'ILSVRC2012_val_00013104.JPEG', 'ILSVRC2012_val_00019915.JPEG', 'ILSVRC2012_val_00044910.JPEG']"
